
02.10.2021 23:08:05.506 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.540 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.547 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.554 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.570 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.576 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.584 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.590 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.598 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.606 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.615 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.623 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.631 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.639 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.647 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.655 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.663 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.671 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.679 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.692 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.700 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.707 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.715 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.724 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.731 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.737 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.746 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.756 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.764 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.771 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.779 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.788 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.796 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.810 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.819 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.826 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.833 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.840 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.849 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.858 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.865 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.874 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.882 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.889 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.897 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.909 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.915 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.921 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.930 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.940 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.947 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.956 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.963 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.973 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.980 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.988 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:08.996 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.005 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.020 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.027 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.034 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.041 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.049 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.057 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.070 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.076 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.082 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.090 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.098 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.105 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.113 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.121 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.129 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.138 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.146 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.156 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.163 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.171 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.177 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.184 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.190 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.197 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.206 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.213 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.221 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.230 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.238 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.253 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.258 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.266 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.273 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.279 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.288 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.298 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.305 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.313 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.321 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.329 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.338 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.346 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.354 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.361 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.366 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.373 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.379 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.392 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.398 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.404 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.413 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.421 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.430 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.440 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.447 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.454 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.464 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.473 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.481 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.490 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.497 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.505 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.513 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.521 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.533 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.540 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.548 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.554 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.562 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.570 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.577 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.584 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.590 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.597 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.605 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.613 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.624 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.631 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.638 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.644 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.650 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.656 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.664 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.673 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.679 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.687 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.696 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.706 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.714 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.721 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.735 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.741 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.748 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.755 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.763 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.771 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.779 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.785 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.791 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.802 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.809 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.817 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.823 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.829 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.838 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.846 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.852 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.858 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.868 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.874 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.880 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.890 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.897 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.904 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.913 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.922 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.929 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.937 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.944 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.950 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.961 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.966 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.973 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.981 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.989 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:09.996 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.004 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.011 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.018 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.024 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.036 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.041 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
02.10.2021 23:08:10.049 <GameRect pos=(512, 288), walk=1, screen=<Surface(1024x576x32 SW)>, surf=<Surface(50x50x32 SW)>
